O_score,C_score,E_score,A_score,N_score,Numerical Aptitude,Spatial Aptitude,Perceptual Aptitude,Abstract Reasoning,Verbal Reasoning,Career
7.12,9.45,4.23,6.78,4.56,5.92,4.41,2.41,6.4,4.92,Pharmacist
7.11,9.44,4.22,6.77,4.55,5.91,4.4,2.4,6.39,4.91,Pharmacist
7.12,9.45,4.23,6.78,4.56,8.29,5.51,4.4,5.84,8.12,Pharmacist
7.11,9.46,4.22,6.77,4.57,8.28,5.5,4.39,5.83,8.11,Pharmacist
7.12,9.44,4.22,6.77,4.55,8.3,5.52,4.39,5.83,8.13,Pharmacist
7.12,9.45,4.23,6.78,4.56,8.29,5.51,4.4,5.84,8.12,Pharmacist
7.11,9.44,4.22,6.77,4.55,8.28,5.5,4.39,5.83,8.11,Pharmacist
8.9,8.6,6.02,8.46,7.35,6.11,5.65,1.24,7.03,6.14,Physician
8.89,8.7,6.01,8.45,7.36,6.1,5.64,1.23,7.02,6.13,Physician
8.9,8.59,6.01,8.45,7.34,6.12,5.66,1.23,7.02,6.15,Physician
8.9,8.6,6.02,8.46,7.35,6.11,5.65,1.24,7.03,6.14,Physician
8.89,8.59,6.01,8.45,7.34,6.1,5.64,1.23,7.02,6.13,Physician
7.89,9.23,5.01,7.45,6.34,6.06,4.95,1.79,6.71,5.44,Physician
7.88,9.24,5,7.44,6.35,6.05,4.94,1.78,6.7,5.43,Physician
7.89,9.22,5,7.44,6.33,6.07,4.96,1.78,6.7,5.45,Physician
7.89,9.23,5.01,7.45,6.34,6.06,4.95,1.79,6.71,5.44,Physician
7.88,9.22,5,7.44,6.33,6.05,4.94,1.78,6.7,5.43,Physician
7.89,9.23,5.01,7.45,6.34,8.56,6.23,5.68,7.12,8.34,Physician
7.88,9.24,5,7.44,6.35,8.55,6.22,5.67,7.11,8.33,Physician
7.89,9.22,5,7.44,6.33,8.57,6.24,5.67,7.11,8.35,Physician
7.89,9.23,5.01,7.45,6.34,8.56,6.23,5.68,7.12,8.34,Physician
7.88,9.22,5,7.44,6.33,8.55,6.22,5.67,7.11,8.33,Physician
6.68,9.79,8.13,7.46,7.02,5.92,4.97,1.81,6.28,4.83,Police Detective
6.67,9.8,8.12,7.45,7.03,5.91,4.96,1.8,6.27,4.82,Police Detective
6.68,9.78,8.12,7.45,7.01,5.93,4.98,1.8,6.27,4.84,Police Detective
6.68,9.79,8.13,7.46,7.02,5.92,4.97,1.81,6.28,4.83,Police Detective
6.67,9.78,8.12,7.45,7.01,5.91,4.96,1.8,6.27,4.82,Police Detective
5.67,8.78,7.12,6.45,6.01,7.23,6.79,6.57,5.84,7.62,Police Detective
5.66,8.79,7.11,6.44,6.02,7.22,6.78,6.56,5.83,7.61,Police Detective
5.67,8.77,7.11,6.44,6,7.24,6.8,6.56,5.83,7.63,Police Detective
5.67,8.78,7.12,6.45,6.01,7.23,6.79,6.57,5.84,7.62,Police Detective
5.66,8.77,7.11,6.44,6,7.22,6.78,6.56,5.83,7.61,Police Detective
5.67,8.78,7.12,6.45,6.01,5.21,4.25,1.71,5.47,7.63,Police Detective
5.66,8.79,7.11,6.44,6.02,5.2,4.25,1.7,5.82,7.6,Police Detective
5.67,8.77,7.11,6.44,6,5.22,4.27,1.7,5.82,7.61,Police Detective
5.67,8.78,7.12,6.45,6.01,5.21,4.26,1.71,5.47,4.13,Police Detective
5.66,8.77,7.11,6.44,6,5.2,4.25,1.7,5.82,7.6,Police Detective
9.79,8.46,6.35,9.46,7.02,6.32,6.17,1.28,7.43,6.79,Psychologist
9.78,8.47,6.34,9.45,7.03,6.31,6.16,1.27,7.42,6.78,Psychologist
9.79,8.45,6.34,9.45,7.01,6.33,6.18,1.27,7.42,6.8,Psychologist
9.79,8.46,6.35,9.46,7.02,6.32,6.17,1.28,7.43,6.79,Psychologist
9.78,8.45,6.34,9.45,7.01,6.31,6.16,1.27,7.42,6.78,Psychologist
8.78,7.45,5.34,8.45,6.01,5.61,5.46,1.18,6.63,6.08,Psychologist
8.77,7.46,5.33,8.44,6.02,5.6,5.45,1.17,6.62,6.07,Psychologist
8.78,7.44,5.33,8.44,6,5.62,5.47,1.17,6.62,6.09,Psychologist
8.78,7.45,5.34,8.45,6.01,5.61,5.46,1.18,6.63,6.08,Psychologist
8.77,7.44,5.33,8.44,6,5.6,5.45,1.17,6.62,6.07,Psychologist
8.78,7.45,5.34,8.45,6.01,8.12,6.9,5.68,7.4,7.95,Psychologist
8.77,7.46,5.33,8.44,6.02,8.11,6.89,5.67,7.39,7.94,Psychologist
8.78,7.44,5.33,8.44,6,8.13,6.91,5.67,7.39,7.96,Psychologist
8.78,7.45,5.34,8.45,6.01,8.12,6.9,5.68,7.4,7.95,Psychologist
8.77,7.44,5.33,8.44,6,8.11,6.89,5.67,7.39,7.94,Psychologist
7.13,8.02,9.68,8.9,6.35,5.35,5.5,1.3,5.97,5.35,Real Estate Agent
7.12,8.03,9.67,8.89,6.36,5.34,5.49,1.29,5.96,5.34,Real Estate Agent
7.13,8.19,9.67,8.89,6.34,5.36,5.51,1.29,5.96,5.36,Real Estate Agent
7.13,8.02,9.68,8.9,6.35,5.35,5.5,1.3,5.97,5.35,Real Estate Agent
7.12,8.19,9.67,8.89,6.34,5.34,5.49,1.29,5.96,5.34,Real Estate Agent
6.12,7.01,8.67,7.89,5.34,4.64,4.79,1.2,5.16,4.64,Real Estate Agent
6.11,7.02,8.66,7.88,5.36,4.63,4.78,1.19,5.15,4.63,Real Estate Agent
6.12,7,8.66,7.88,5.33,4.65,4.8,1.19,5.15,4.65,Real Estate Agent
6.12,7.01,8.67,7.89,5.34,4.64,4.79,1.2,5.16,4.64,Real Estate Agent
6.11,7,8.66,7.88,5.33,4.63,4.78,1.19,5.15,4.63,Real Estate Agent
6.12,7.01,8.67,7.89,5.34,6.57,8.28,7.01,5.73,7.45,Real Estate Agent
6.11,7.02,8.66,7.88,5.35,6.56,8.27,7,5.72,7.44,Real Estate Agent
6.12,7,8.66,7.88,5.33,6.58,8.29,7,5.72,7.46,Real Estate Agent
6.12,7.01,8.67,7.89,5.34,6.57,8.28,7.01,5.73,7.45,Real Estate Agent
6.11,7,8.66,7.88,5.33,6.56,8.27,7,5.72,7.44,Real Estate Agent
8.78,7.89,5.67,6.01,4.67,8.34,5.84,5.17,6.73,6.95,Software Developer
8.77,7.9,5.66,6,4.68,8.33,5.83,5.16,6.72,6.94,Software Developer
8.78,7.88,5.66,6,4.66,8.35,5.85,5.16,6.72,6.96,Software Developer
8.78,7.89,5.67,6.01,4.67,8.34,5.84,5.17,6.73,6.95,Software Developer
8.77,7.88,5.66,6,4.66,8.33,5.83,5.16,6.72,6.94,Software Developer
8.78,7.89,5.67,6.01,4.67,5.79,5.52,1.76,6.76,5.59,Software Developer
8.77,7.9,5.66,6,4.68,5.78,5.51,1.75,6.75,5.58,Software Developer
8.78,7.88,5.66,6,4.66,5.8,5.53,1.75,6.75,5.6,Software Developer
8.78,7.89,5.67,6.01,4.67,5.79,5.52,1.76,6.76,5.59,Software Developer
8.77,7.88,5.66,6,4.66,5.78,5.51,1.75,6.75,5.58,Software Developer
9.79,8.9,6.68,7.02,5.68,6.5,6.23,1.86,7.57,6.3,Software Developer
9.78,8.91,6.67,7.01,5.69,6.4,6.22,1.85,7.56,6.29,Software Developer
9.79,8.89,6.67,7.01,5.67,6.51,6.24,1.85,7.56,6.4,Software Developer
9.79,8.9,6.68,7.02,5.68,6.5,6.23,1.86,7.57,6.3,Software Developer
9.78,8.89,6.67,7.01,5.67,6.4,6.22,1.85,7.56,6.29,Software Developer
6.78,8.45,5.12,6.01,4.56,7.62,5.57,4.84,5.67,7.23,Software Quality Assurance Tester
6.77,8.46,5.11,6,4.57,7.61,5.56,4.83,5.66,7.22,Software Quality Assurance Tester
6.78,8.44,5.11,6,4.55,7.63,5.58,4.83,5.66,7.24,Software Quality Assurance Tester
6.78,8.45,5.12,6.01,4.56,7.62,5.57,4.84,5.67,7.23,Software Quality Assurance Tester
6.77,8.44,5.11,6,4.55,7.61,5.56,4.83,5.66,7.22,Software Quality Assurance Tester
6.78,8.45,5.12,6.01,4.56,5.41,4.41,2.01,5.93,4.59,Software Quality Assurance Tester
6.77,8.46,5.11,6,4.57,5.4,4.4,2,5.92,4.58,Software Quality Assurance Tester
6.78,8.44,5.11,6,4.55,5.42,4.42,2,5.92,4.6,Software Quality Assurance Tester
6.78,8.45,5.12,6.01,4.56,5.41,4.41,2.01,5.93,4.59,Software Quality Assurance Tester
6.77,8.44,5.11,6,4.55,5.4,4.4,2,5.92,4.58,Software Quality Assurance Tester
7.79,9.46,6.13,7.02,5.57,6.12,5.12,2.11,6.73,5.3,Software Quality Assurance Tester
7.78,9.47,6.12,7.01,5.58,6.11,5.11,2.1,6.72,5.2,Software Quality Assurance Tester
7.79,9.45,6.12,7.01,5.56,6.13,5.13,2.1,6.72,5.4,Software Quality Assurance Tester
7.79,9.46,6.13,7.02,5.57,6.12,5.12,2.11,6.73,5.3,Software Quality Assurance Tester
7.78,9.45,6.12,7.01,5.56,6.11,5.11,2.1,6.72,5.2,Software Quality Assurance Tester
9.13,9.68,5.68,6.24,5.12,6.61,5.7,2.34,7.47,5.81,Sustainability Consultant
9.12,9.69,5.67,6.23,5.13,6.6,5.6,2.33,7.46,5.8,Sustainability Consultant
9.13,9.67,5.67,6.23,5.11,6.62,5.71,2.33,7.46,5.82,Sustainability Consultant
9.13,9.68,5.68,6.24,5.12,6.61,5.7,2.34,7.47,5.81,Sustainability Consultant
9.12,9.67,5.67,6.23,5.11,6.6,5.6,2.33,7.46,5.8,Sustainability Consultant
8.12,8.67,4.67,5.23,4.11,5.9,4.99,2.24,6.66,5.11,Sustainability Consultant
8.11,8.68,4.65,5.22,4.12,5.8,4.98,2.23,6.65,5.1,Sustainability Consultant
8.12,8.66,4.65,5.22,4.1,5.91,5,2.23,6.65,5.12,Sustainability Consultant
8.12,8.67,4.67,5.23,4.11,5.9,4.99,2.24,6.66,5.11,Sustainability Consultant
8.11,8.66,4.65,5.22,4.1,5.8,4.98,2.23,6.65,5.1,Sustainability Consultant
8.12,8.67,4.67,5.23,4.11,8.4,4.95,4.39,6.12,6.95,Sustainability Consultant
8.11,8.68,4.65,5.22,4.12,8.3,4.94,4.38,6.11,6.94,Sustainability Consultant
8.12,8.65,4.65,5.22,4.1,8.41,4.96,4.38,6.11,6.96,Sustainability Consultant
8.12,8.67,4.67,5.23,4.11,8.4,4.95,4.39,6.12,6.95,Sustainability Consultant
8.11,8.65,4.65,5.22,4.1,8.3,4.94,4.38,6.11,6.94,Sustainability Consultant
6.45,7.56,5.67,9.12,4.23,4.96,4.36,1.76,5.49,5.05,Teacher
6.44,7.57,5.66,9.11,4.24,4.95,4.35,1.75,5.48,5.04,Teacher
6.45,7.55,5.66,9.11,4.22,4.97,4.37,1.75,5.48,5.06,Teacher
6.45,7.56,5.67,9.12,4.23,4.96,4.36,1.76,5.49,5.05,Teacher
6.44,7.55,5.66,9.11,4.22,4.95,4.35,1.75,5.48,5.04,Teacher
